movie_id,title_ko,title_en,online_open,theater_open,lifetime_vod,first_year_vod,first_year_note,peak_share,n_years
FS20125990,남쪽으로 튀어,South Bound,2013-02-06,,174209,150613,,0.553,12
FS20173547,다운사이징,Downsizing,2018-01-04,2018-01-11,173996,163077,,0.497,7
FS20126671,런닝맨,Running Man,2013-04-04,,173624,153437,,0.393,6
FS20101109,두 여자,"Love, in between",2014-01-16,2010-11-18,173581,14107,,0.09,15
FS20164424,대장 김창수,MAN OF WILL,2017-10-10,2017-10-19,173385,158759,,0.585,9
FS20212725,신비한 동물들과 덤블도어의 비밀,Fantastic Beasts: The Secrets of Dumbledore,2022-05-09,2022-04-13,173374,163666,,0.387,5
FS20158047,발레리안: 천 개 행성의 도시,VALERIAN : The City of A Thousand Planets,2017-10-30,2017-08-30,173163,157221,,0.372,10
FS20129626,위험한 관계,Dangerous Liaisons,2012-10-11,,173118,164228,,0.52,7
FS20208006,인민을 위해 복무하라,SERVE THE PEOPLE,2022-03-03,2022-02-23,172931,160586,,0.435,5
FS20179696,그것,It,2018-01-23,2017-09-06,172535,53023,,0.178,10
FS20147953,론 서바이버,Lone Survivor,2014-04-18,2014-04-02,172153,131311,,0.372,12
FS20183785,점박이 한반도의 공룡2 : 새로운 낙원,,2019-01-28,2018-12-25,172074,110620,,0.319,6
FS20101007,나탈리,Natalie,2012-10-14,2010-10-28,172017,67766,,0.048,15
FS20126087,남자사용설명서,How to Use Guys with Secret Tips,2013-03-15,2013-02-14,171882,145419,,0.344,13
FS20212352,1승,One Win,2024-12-04,,171841,170089,,0.525,3
FS20120021,조조-황제의 반란,The Assassins,2012-10-18,,171840,169683,,0.495,3
FS20248496,고질라 X 콩: 뉴 엠파이어,Godzilla X Kong: The New Empire,2024-03-27,,171685,165908,,0.451,3
FS20148748,그녀,Her,2014-05-22,,171675,58742,,0.084,13
FS20174169,기묘한 가족,THE ODD FAMILY : ZOMBIE ON SALE,2019-02-25,2019-02-13,171626,151357,,0.503,6
FS20167481,맨 인 더 다크,Don’t Breathe,2016-11-09,2016-10-05,171214,111277,,0.154,11
FS20182387,엑스맨: 다크 피닉스,X-MEN: DARK PHOENIX,2019-08-27,2019-06-05,171042,155657,,0.562,8
FS20144461,인서전트,Insurgent,2015-07-17,2015-03-25,170494,144006,,0.312,9
FS20211200,언차티드,Uncharted,2022-04-21,2022-02-16,170327,164419,,0.451,5
FS20160472,두 남자,Derailed,2016-12-08,2016-11-30,170296,105898,,0.326,11
FS20139981,캐치미,Steal My Heart,2013-12-18,,170158,162006,,0.664,6
FS20124746,언더월드 4: 어웨이크닝,Underworld Awakening,2013-12-02,2012-02-22,170156,3340,,0.406,14
FS20202281,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,Crayon Shin-chan: Honeymoon Hurricane ~The Lost Hiroshi~,2020-09-10,2020-08-20,170069,137295,,0.242,7
FS20136866,노예 12년,12 Years a Slave,2014-03-14,2014-02-27,169874,117799,,0.229,10
FS20197283,이스케이프 룸,The Escape Room,2019-05-03,2019-03-14,169825,80412,,0.3,8
FS20161723,싱글라이더,A Single Rider,2017-03-29,2017-02-22,169785,152140,,0.335,10
FS20154906,사냥,The Hunt,2016-07-18,2016-06-29,169398,161584,,0.498,7
FS20168282,블레이드 러너 2049,Blade Runner 2049,2017-12-06,2017-10-12,169277,105023,,0.254,10
FS20156559,계춘할망,Canola,2016-06-09,2016-05-19,169141,143862,,0.343,10
FS20228796,하얼빈,HARBIN,2024-12-24,,168162,165715,,0.447,2
FS20196670,나쁜 녀석들: 포에버,Bad Boys for Life,2020-04-02,2020-01-15,168003,160876,,0.501,6
FS20240737,모아나 2,MOANA 2,2024-11-27,,167917,157757,,0.43,2
FS20190808,교섭,The Point Men,2023-02-13,2023-01-18,167643,166233,,0.386,4
FS20132482,우는 남자,No Tears for the Dead,2014-06-30,2014-06-04,167591,138252,,0.438,11
FS20253280,A MINECRAFT MOVIE 마인크래프트 무비,A MINECRAFT MOVIE,2025-04-26,,167356,164860,,0.364,2
FS20178230,커뮤터,The Commuter,2018-01-18,2018-01-24,167156,157836,,0.547,7
FS20134244,극장판 나루토 질풍전: 로드 투 닌자,ROAD TO NINJA NARUTO THE MOVIE,2013-02-21,,167150,100892,,0.236,8
FS20136061,결혼전야,Marriage Blue,2013-12-23,2013-11-21,167060,149427,,0.557,10
FS20193859,사라진 시간,ME AND ME,2020-06-24,2020-06-18,166713,160523,,0.575,5
FS20138226,우아한 거짓말,Thread of Lies,2014-05-02,2014-03-13,166356,124802,,0.307,11
FS19508001,신데렐라,Cinderella,2013-07-03,,166163,33344,,0.032,14
FS20150024,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,Crayon Shin-Chan: My Moving Story! Cactus Large Attack!,2016-01-07,,166096,99291,,0.198,11
FS20123384,밤의 여왕,Queen of the Night,2013-10-17,,165951,154010,,0.551,5
FS20139383,극장판 도라에몽: 진구의 비밀도구 박물관,DORAEMON THE MOVIE NOVITAIN THE SECRET GADRETS MUSEUM,2013-07-25,,165838,109252,,0.281,14
FS20208911,탈출: 프로젝트 사일런스,PROJECT SILENCE,2024-07-12,,165800,165235,,0.689,3
FS20090683,500일의 썸머,500 Days of Summer,2015-09-04,2010-01-21,165630,45164,,0.083,15
FS20217742,샹치와 텐 링즈의 전설,Shang-Chi and the Legend of the Ten Rings,2021-11-08,2021-09-01,165523,160461,,0.446,6
FS20173202,버닝,BURNING,2018-05-11,2018-05-17,165459,149711,,0.394,7
FS20198844,아이 엠 마더,Peppermint,2019-04-17,2019-04-11,165253,156473,,0.448,8
FS20133981,헨젤과 그레텔: 마녀 사냥꾼 3D,Hansel and Gretel: Witch Hunters,2013-02-14,,164910,147611,,0.407,3
FS20158481,퇴마: 무녀굴,The Chosen: Forbidden Cave,2015-08-25,2015-08-20,164282,152186,,0.564,9
FS20135370,이스케이프 플랜,Escape Plan,2013-12-05,,164259,139441,,0.473,8
FS20020302,본 아이덴티티,The Bourne Identity,2013-07-04,2002-10-17,163954,8025,,0.174,15
FS20078561,명탐정 코난:감벽의 관,Detective Conan: Jolly Roger in the Deep Azure,2018-02-28,2018-02-14,163784,120744,,0.315,9
FS20124070,강철대오:구국의 철가방,Almost Che,2012-10-25,,163603,147495,,0.548,10
FS20124051,시체가 돌아왔다,Over My Dead Body,2012-03-29,,163463,149920,,0.546,8
FS20209161,언더워터,Underwater,2020-06-04,2020-05-27,163454,155914,,0.394,7
FS20149568,허큘리스,Hercules,2014-11-25,2014-08-06,163417,148462,,0.622,9
FS20060277,타짜,Tazza: The High Rollers,2013-07-10,2006-09-28,162966,8037,,0.105,14
FS20050112,배트맨 비긴즈,Batman Begins,2012-10-14,2005-06-24,162692,13519,,0.379,15
FS20070056,스파이더맨 3,Spider-Man 3,2013-12-02,2007-05-01,162549,35624,,0.045,15
FS20110302,최종병기 활,War of the Arrows,2011-08-10,,162510,102381,,0.322,12
FS20148132,닌자터틀,Teenage Mutant Ninja Turtles,2014-11-24,2014-08-28,161745,125575,,0.378,10
FS20133601,천재 강아지 미스터 피바디,Mr. Peabody & Sherman,2014-05-14,2014-04-24,161742,129480,,0.294,10
FS20124946,락아웃: 익스트림미션,Lockout,2013-03-07,2012-06-14,161673,4367,,0.55,7
FS20081697,트와일라잇,Twilight,2012-10-14,2008-12-10,161561,18057,,0.042,15
FS20140704,비밀은 없다,The Truth Beneath,2016-07-06,2016-06-23,161532,115942,,0.338,8
FS20234045,설계자,The Plot,2024-05-29,,161427,160479,,0.447,3
FS20185353,기방도령,HOMME FATALE,2019-07-22,2019-07-10,161425,153913,,0.39,5
FS20090391,업,Up,2013-08-01,2009-07-29,161177,18086,,0.023,15
FS20153385,히트맨: 에이전트 47,Hitman: Agent 47,2015-10-05,2015-09-03,161148,148089,,0.626,7
FS20247783,혹성탈출: 새로운 시대,KINGDOM OF THE PLANET OF THE APES,2024-05-08,,160832,158702,,0.587,3
FS20249733,사랑의 하츄핑,Heartsping : Teenieping of Love,2024-08-07,,160656,155983,,0.619,3
FS20081716,쌍화점,A Frozen Flower,2018-03-29,2008-12-30,160370,4005,,0.055,15
FS20211472,늑대사냥,Project Wolf Hunting,2022-10-17,2022-09-21,159918,157854,,0.376,5
FS20247450,검은 수녀들,Dark Nuns,2025-01-24,,159918,158807,,0.638,2
FS20111928,너는 펫,You're My Pet,2011-11-10,,159897,144211,,0.449,5
FS20128691,미나문방구,Happiness for Sale,2013-05-16,,159691,146381,,0.402,5
FS20162968,거울나라의 앨리스,Alice Through the Looking Glass,2016-08-30,2016-09-07,159473,131005,,0.304,11
FS20110185,분노의 질주: 언리미티드,Fast Five,2013-12-02,2011-04-20,159406,6537,,0.085,15
FS20038776,명탐정 코난 : 미궁의 십자로,Crossroad in the Ancient Capital,2017-10-12,,159250,90216,,0.131,10
FS20130574,개를 훔치는 완벽한 방법,How To Steal A Dog,2015-01-22,2014-12-31,158699,103476,,0.251,12
FS20233057,아마존 활명수,AMAZON BULLSEYE,2024-10-30,,158687,157650,,0.531,3
FS19960126,비포 선라이즈,Before Sunrise,2013-12-02,1996-03-30,158682,11562,,0.034,15
FS20010223,쥬라기 공원 3,Jurassic Park 3,2012-10-14,2001-07-20,158641,10901,,0.135,15
FS20141962,이미테이션 게임,The Imitation Game,2015-03-25,2015-02-17,158626,107596,,0.33,10
FS20216685,루카,Luca,2021-07-28,2021-06-17,158585,143826,,0.455,6
FS20160203,어카운턴트,THE ACCOUNTANT,2016-11-23,2016-10-13,158474,141192,,0.343,11
FS20126407,가디언즈,Rise of the Guardians,2016-01-12,2012-11-29,158211,15109,,0.169,14
FS20153702,포켓몬 더 무비 XY 후파: 광륜의 초마신,Pokemon the Movie XY: Ring no Chomajin,2016-01-27,2015-12-23,157944,89991,,0.211,11
FS20185161,나를 찾아줘,Bring Me Home,2019-12-17,2019-11-27,157722,151610,,0.343,6
FS20194384,안나,ANNA,2019-09-10,2019-08-28,157494,143554,,0.341,8
FS20226500,달짝지근해: 7510,HONEYSWEET,2023-10-05,2023-08-15,157376,153471,,0.399,4
FS20123421,눈의 여왕,The Snow Queen,2013-02-25,2013-02-07,157313,43003,,0.095,12
FS20193821,극장판 헬로카봇 : 달나라를 구해줘!,Hello Carbot the Movie: Save the Moon,2019-10-02,2019-09-04,157292,130371,,0.335,8
FS20081057,월ㆍE,Wallㆍe,2013-08-01,2008-08-06,157171,20649,,0.025,15
FS20070422,본 얼티메이텀,The Bourne Ultimatum,2012-10-14,2007-09-12,157165,18581,,0.149,15
FS20128270,루퍼,Looper,2012-10-11,,157162,140195,,0.405,11
FS20231496,가디언즈 오브 갤럭시: Volume 3,Guardians of the Galaxy Volume 3,2023-06-29,2023-05-03,156885,149696,,0.619,4
FS20217905,데시벨,Decibel,2022-12-07,2022-11-16,156751,155207,,0.525,5
FS20156241,더 라스트: 나루토 더 무비,THE LAST: NARUTO THE MOVIE,2015-07-23,2015-02-26,156687,40845,,0.33,6
FS20150977,좋아해줘,Like for Likes,2016-03-16,2016-02-17,156679,125798,,0.34,7
FS20112272,가문의 영광4 - 가문의 수난,Unstoppable Family,2012-10-14,2011-09-07,156388,26789,,0.212,15
FS20183084,피터 래빗,Peter Rabbit,2018-06-08,2018-05-16,156368,132642,,0.307,9
FS19980173,뮬란,Mulan,2014-09-01,1998-07-17,156089,9797,,0.04,15
FS20136802,카트,Cart,2014-10-01,2014-11-13,156049,130672,,0.434,8
FS20071066,말할 수 없는 비밀,Secret,2015-05-18,2008-01-10,155787,31115,,0.04,14
FS20129790,아르고,ARGO,2013-12-11,2012-10-31,155622,1765,,0.422,14
FS20124738,돌아온 파워레인저 미라클포스,,2012-02-29,,155617,89304,,0.293,7
FS20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,Yo-Kai watch the movie 2,2016-08-09,2016-07-20,155442,119575,,0.281,11
FS20202185,방법: 재차의,The Cursed: Dead Man’s Prey,2021-08-09,2021-07-28,154530,147157,,0.492,6
FS20111774,가비,Gabi,2018-03-05,2012-03-15,154266,2132,,0.56,11
FS20199584,알파 : 위대한 여정,Alpha,,,153902,137345,,0.307,8
FS20100103,셔터 아일랜드,Shutter Island,2014-07-14,2010-03-18,153844,16534,,0.029,15
FS20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,Butt Detective The Movie,2019-07-24,2019-07-11,153798,133955,,0.21,7
FS20112651,삼총사 3D,The Three Musketeers,2011-10-12,,153431,128925,,0.581,5
FS20020011,캐치 미 이프 유 캔,Catch Me If You Can,2013-05-14,2003-01-24,153319,22998,,0.038,14
FS20132262,적인걸2 : 신도해왕의 비밀,Young Detective Dee : Rise of the sea dragon,2013-10-07,2013-10-02,153299,128259,,0.473,10
FS20208962,대외비,The Devil's Deal,2023-04-04,2023-03-01,153196,149613,,0.52,4
FS20090828,뉴 문,The Twilight Saga: New Moon,2013-12-02,2009-12-02,152715,8041,,0.124,15
FS20010218,슈렉,Shrek,2019-05-13,2001-06-30,152702,14723,,0.108,15
FS20168381,얼라이드,Allied,2017-02-08,2017-01-11,152632,125469,,0.34,10
FS19820019,만추,Late Autumn,2012-10-14,2011-02-17,152556,22533,,0.235,11
FS20145506,해어화,"LOVE, LIES",2016-05-02,2016-04-13,152029,129599,,0.333,10
FS20190299,이상한 나라의 수학자,In Our Prime,2022-03-31,2022-03-09,151921,147402,,0.487,5
FS20177541,아메리칸 메이드,American Made,2017-11-08,2017-09-14,151885,97951,,0.308,8
FS20177104,페르디난드,FERDINAND,2018-02-05,2018-01-03,151588,132319,,0.309,8
FS20214823,유령,Phantom,2023-02-01,2023-01-18,151506,148117,,0.445,4
FS20167905,비정규직 특수요원,PART-TIME SPY,2017-03-22,2017-03-16,151202,145620,,0.497,7
FS20100361,이클립스,The Twilight Saga: Eclipse,2013-12-02,2010-07-07,150892,7864,,0.144,15
FS20030316,반지의 제왕 : 왕의 귀환,The Lord of the Rings: The Return of the King,2013-12-04,2003-12-17,150740,13028,,0.1,15
FS20138421,R.I.P.D. : 알.아이.피.디.,R.I.P.D,2013-08-22,,150696,131388,,0.47,6
FS20124349,무서운 이야기,Horror Stories,2012-07-25,,150512,112696,,0.317,11
FS20136337,잭 라이언 : 코드네임 쉐도우,Jack Ryan: Shadow Recruit,2015-01-15,2014-01-16,150292,1371,,0.384,13
FS20174369,변산,Sunset in My Hometown,2018-06-21,2018-07-04,150187,134256,,0.623,9
FS20113671,원더풀 라디오,Love On-Air,2012-01-05,,149902,145145,,0.676,3
FS20130522,트랜센던스,Transcendence,2014-05-14,,149654,132601,,0.428,8
FS20147968,선 오브 갓,Son Of God,2014-08-13,2014-04-10,149528,47412,,0.262,11
FS20140703,장수상회,Salut d’Amour,2015-05-26,2015-04-09,149366,114163,,0.358,11
FS20151421,에베레스트,Everest,2015-10-21,2015-09-24,149307,130257,,0.35,12
FS20134362,극장판 토리코 : 미식신의 스페셜메뉴,TORIKO THE MOVIE SECRET RECIPE OF GOURMET GOD,2013-11-28,,149060,58847,,0.138,10
FS20142856,나의 절친 악당들,Intimate Enemies,2015-06-25,,149058,137211,,0.387,6
FS20111101,고 녀석 맛나겠다,You are Umasou,2014-03-28,2011-07-07,149055,15854,,0.109,13
FS20194424,소리도 없이,Voice of Silence,2020-10-28,2020-10-15,148774,143850,,0.501,3
FS20134592,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",Pokémon the Movie: Genesect and the Legend Awakened,2014-01-17,2014-01-09,148707,80996,,0.197,13
FS20196244,샤잠!,SHAZAM!,2019-04-23,2019-04-03,148516,134385,,0.522,7
FS20134589,제보자,The Whistleblower,2014-10-27,2014-10-02,147780,132112,,0.407,7
FS20147096,프랑켄슈타인: 불멸의 영웅,"I, Frankenstein",2014-05-14,2014-02-06,147636,137974,,0.489,4
FS20150567,스타트렉 비욘드,Star Trek Beyond,2016-09-28,2016-08-17,147210,124898,,0.458,11
FS20155022,드래곤볼 Z : 부활의 F,Dragon Ball Z: Resurrection of Frieza,2015-10-20,2015-10-01,147050,129242,,0.361,8
FS20113636,네버엔딩 스토리,Never Ending Story,2012-01-18,,147026,143560,,0.456,2
FS19980175,나 홀로 집에 3,Home Alone 3,2015-10-08,1998-07-17,146887,15905,,0.064,12
FS20175547,스윙키즈,Swing Kids,2019-01-10,2018-12-19,146447,138198,,0.396,7
FS20137403,짱구는 못말려 극장판: 오타케베! 카스카베 야생왕국,Crayon Shin-chan: Otakebe kasukabe yasei oukoku,2012-10-14,,146359,39584,,0.075,14
FS20144481,타임 패러독스,Predestination,2015-01-15,2015-01-07,146317,67110,,0.202,12
FS20020234,반지의 제왕 : 두 개의 탑,The Lord Of The Rings : The Two Towers,2013-12-04,2002-12-19,146156,13137,,0.102,15
FS20110899,세 얼간이,3 Idiots,2014-03-13,2011-08-18,146074,14749,,0.198,5
FS20196136,람보 : 라스트 워,Rambo: Last Blood,2019-11-14,2019-10-23,145985,139862,,0.373,8
FS20119515,고지전,The Front Line,2012-10-14,2011-07-20,145885,12594,,0.107,14
FS20157096,보루토 - 나루토 더 무비,BORUTO NARUTO THE MOVIE,2015-12-21,2015-12-10,145645,97837,,0.242,7
FS20149567,명탐정 코난 : 이차원의 저격수,Detective Conan : Dimensional Sniper,2014-08-27,2014-08-06,145589,54271,,0.129,13
FS20135386,슬로우 비디오,Slow Video,2014-10-24,2014-10-02,145490,131129,,0.482,6
FS20187427,명탐정 코난 : 제로의 집행인,Detective Conan: Zero the Enforcer,2018-11-22,2018-08-08,145435,30986,,0.302,9
FS20151951,순수의 시대 무삭제편,,2015-04-08,,145433,104014,,0.183,11
FS20142421,"러브, 로지","Love, Rosie",2014-12-22,2014-12-10,145344,80915,,0.277,11
FS20147568,화려한 외출 감독판,,2014-01-28,,144981,125091,,0.302,11
FS20202703,뱅가드,Vanguard,2021-01-12,2020-12-30,144630,143086,,0.512,3
FS20142621,시간이탈자,Time Renegades,2016-05-11,2016-04-13,144415,126023,,0.342,7
FS20050228,보글보글 스폰지밥(애니),The Spongebob Squarepants Movie,2013-12-02,2005-09-30,144414,13455,,0.05,15
FS20167644,발레리나,Ballerina,2017-03-06,2017-02-09,144335,82201,,0.196,10
FS20156441,최강전사 미니특공대 : 새로운 악당의 습격,Mini Force : Justice Defender,2015-02-11,2015-02-05,144132,67314,,0.16,9
FS20165281,마이 리틀 자이언트,The BFG,2016-12-07,2016-08-10,143642,125831,,0.47,11
FS20226777,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,Crayon Shin-chan: School Mystery! The Splendid Tenkasu Academy,2022-10-13,2022-09-28,143482,114809,,0.241,5
FS20173693,어쌔신: 더 비기닝,American Assassin,2017-12-13,2017-12-07,143305,138440,,0.518,6
FS20167839,벤허,Ben-Hur,2016-11-29,2016-09-14,143213,129743,,0.567,5
FS19780066,사운드 오브 뮤직,The Sound of Music,2016-11-15,1978-02-04,142497,22250,,0.05,13
FS20134585,가시,Innocent Thing,2014-04-10,,142381,95830,,0.388,6
FS20161081,애나벨 : 인형의 주인,Annabelle: Creation,2018-01-18,2017-08-10,142354,37759,,0.147,10
FS20188462,감쪽같은 그녀,A Little Princess,2019-12-17,2019-12-04,142336,135442,,0.386,7
FS20184721,시카리오: 데이 오브 솔다도,Sicario: Day of the Soldado,2018-09-12,2018-06-27,142272,128026,,0.347,9
FS20158203,친구엄마,Buddy’s Mom,2015-11-23,2015-11-12,142215,63321,,0.1,12
FS20139072,일대종사,The Grandmaster,2013-09-10,2013-08-22,142025,104028,,0.244,12
FS20020168,센과 치히로의 행방불명,The Spiriting Away Of Sen And Chihiro,2020-08-25,2002-06-27,142019,79372,,0.151,7
FS20173945,인비저블 게스트,The Invisible Guest,2017-10-12,2017-09-21,141659,76332,,0.092,10
FS20150741,인시디어스 3,Insidious: Chapter 3,2015-08-11,2015-07-09,141288,67160,,0.188,12
FS20215162,마녀를 잡아라,The Witches,,,141195,133738,,0.456,7
FS20122786,응징자,Days of Wrath,2013-11-27,2013-10-30,141188,122046,,0.459,11
FS20121550,개들의 전쟁,"All Bark, No Bite",2012-11-30,2012-11-22,140840,70952,,0.161,15
FS20050017,달콤한 인생,A Bittersweet Life,2018-07-31,2005-04-01,140795,30824,,0.054,13
FS20187981,배심원들,Juror 8,2019-05-31,2019-05-15,140765,128883,,0.552,7
FS20120103,닥터,Doctor,2013-06-20,,140694,103993,,0.356,10
FS20141561,먹이사슬,food chain,2014-09-17,,140404,87479,,0.109,9
FS20176767,"나는 내일, 어제의 너와 만난다","My tomorrow, your yesterday",2017-11-29,2017-10-12,140327,82794,,0.11,10
FS20162572,더 웨이브,THE WAVE,2016-07-19,2016-07-13,139992,117433,,0.453,10
FS20151782,지금은맞고그때는틀리다,"Right Now, Wrong Then",2015-10-21,2015-09-24,139922,118046,,0.326,11
FS20111250,써니 감독판,Sunny - Director's Cut,2011-07-28,,139833,57336,,0.135,15
FS20196601,항거:유관순 이야기,A Resistance,2019-03-25,2019-02-27,139670,116675,,0.515,8
FS20140524,툼스톤,A Walk Among the Tombstones,2014-09-25,2014-09-18,139124,127356,,0.38,5
FS20112311,머니볼,Moneyball,2013-12-02,2011-11-17,138907,3925,,0.217,15
FS19940343,포레스트 검프,Forrest Gump,2015-01-15,1994-10-15,138906,10204,,0.031,15
FS20110613,의뢰인,The Client,2018-06-04,2011-09-29,138874,1246,,0.341,12
FS20157197,라스트 위치 헌터,The Last Witch Hunter,2016-01-07,2015-12-30,138384,128020,,0.457,10
FS20228555,더 퍼스트 슬램덩크,The First Slam Dunk,2023-01-04,,138314,0,,0.429,3
FS20113391,나는 공무원이다,Dangerously Excited,2012-07-12,,138298,126737,,0.592,7
FS20226254,블랙 팬서: 와칸다 포에버,Black Panther: Wakanda Forever,2023-01-25,2022-11-09,138296,134034,,0.773,4
FS20136060,몬스터,Monster,2014-03-13,,137859,102026,,0.367,12
FS20140241,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,2015-08-10,2015-07-29,137805,96591,,0.239,12
FS20134407,사이코메트리,The Gifted Hands,2013-05-15,2013-03-07,137728,114900,,0.474,9
FS20161605,언더월드: 블러드 워,Underworld: Blood Wars,2017-02-28,2016-11-30,137719,118999,,0.492,10
FS20185384,호텔 뭄바이,Hotel Mumbai,2019-06-04,2019-05-08,137303,118920,,0.381,8
FS20112561,원 데이,One Day,2013-01-15,2012-12-13,137089,63870,,0.101,9
FS20090024,벤자민 버튼의 시간은 거꾸로 간다,The Curious Case Of Benjamin Button,2013-12-09,2009-02-12,137024,9213,,0.042,15
FS20140609,아메리칸 셰프,Chef,2015-01-23,2015-01-07,136901,62408,,0.139,12
FS20215301,어니스트 씨프,Honest Thief,2021-02-16,2021-02-03,136823,133303,,0.402,6
FS20204431,모비우스,Morbius,2022-05-17,2022-03-30,136682,132441,,0.445,5
FS20217736,컨저링3: 악마가 시켰다,The Conjuring: The Devil Made Me Do It,2021-06-21,2021-06-03,136579,117965,,0.576,6
FS20090718,하늘에서 음식이 내린다면,Cloudy With A Chance Of Meatballs,2013-11-20,2010-02-11,136311,62778,,0.124,15
FS20100165,블라인드 사이드,The Blind Side,2013-12-03,2010-04-15,136308,7297,,0.055,15
FS20030350,올드보이,Old Boy,2013-12-24,2003-11-21,135945,18344,,0.051,15
FS20201785,태백권,The Therapist : Fist of Tae-baek,2020-08-26,2020-08-20,135885,132978,,0.562,4
FS19970180,쥬라기 공원 2 - 잃어버린 세계,The Lost World: Jurassic Park,2013-11-25,1997-06-14,135837,6552,,0.124,15
FS20187657,마일22,Mile22,2018-08-28,2018-08-23,135757,127458,,0.561,8
FS20192300,스파이 지니어스,Spies in Disguise,2020-04-21,2020-01-22,135755,120071,,0.369,7
FS20124204,나루토 질풍전 극장판: 블러드 프리즌,Naruto - Blood Prison,2012-10-14,2012-02-23,135583,26249,,0.271,7
FS20208261,범털,King of Prison,2020-05-18,2020-05-14,135568,130034,,0.433,3
FS20112762,티끌모아 로맨스,Penny Pinchers,2012-10-14,2011-11-10,135373,15867,,0.405,7
FS20173436,셰이프 오브 워터: 사랑의 모양,The Shape of Water,2018-04-30,2018-02-22,135335,108221,,0.244,9
FS20113307,블리츠,Blitz,2012-10-14,2011-12-07,135143,2284,,0.587,13
FS20138224,플랜맨,The Plan Man,2014-01-27,2014-01-09,135041,110798,,0.427,10
FS20080071,노인을 위한 나라는 없다,No Country For Old Men,2015-02-10,2008-02-21,134854,6120,,0.039,15
FS20147129,패션왕,Fashion King,2014-12-01,2014-11-06,134802,88919,,0.393,7
FS20157883,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,Power Rangers The Movie Train Force VS Dino force THE MOVIE,2015-12-11,2015-11-26,134774,86930,,0.178,12
FS19770092,대부,The Godfather,2014-12-30,1973-09-01,134436,7690,,0.043,15
FS20136869,은밀한 유혹,Perfect Proposal,2015-06-17,2015-06-04,134370,102217,,0.287,11
FS20081573,나 홀로 집에,Hone Alone,,,134084,2,,0.112,9
FS20113311,앨빈과 슈퍼밴드3,Alvin And The Chipmunks: Chip-Wrecked,2015-09-21,2011-12-15,133954,23628,,0.26,9
FS20247693,위키드,Wicked,2024-11-20,,133860,108187,,0.526,2
FS20040615,본 슈프리머시,The Bourne Supremacy,2012-10-14,2004-08-20,133788,17035,,0.146,15
FS20189262,더 넌,The Nun,2018-10-16,2018-09-19,133039,94819,,0.271,9
FS20198461,리멤버,REMEMBER,2022-11-08,2022-10-26,132992,129739,,0.354,5
FS20050140,마다가스카,Madagascar,2019-05-14,2005-07-14,132878,8150,,0.112,15
FS20090850,공주와 개구리,The Princess And The Frog,2014-06-20,2010-01-21,132740,11964,,0.023,15
FS20136894,살인자,Murderer,2014-01-15,,132607,87261,,0.325,13
FS20165153,눈의 여왕 3: 눈과 불의 마법대결,The Snow Queen3: Fire and Ice,2017-01-25,2017-01-04,132603,80242,,0.287,8
FS20227514,폴: 600미터,The Fall,2022-11-21,2022-11-16,132580,127714,,0.379,5
FS20163884,아기배달부 스토크,STORKS,2017-02-23,2016-12-07,132431,98665,,0.176,10
FS20124402,열한시,AM 11:00,2013-11-28,,132415,125240,,0.729,5
FS20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,Crayon Shinchan 2016 Theatrical Film:Bakusui Yumemmy World Daitotsugeki,2017-01-09,2017-01-25,132339,89006,,0.269,10
FS20173901,존 윅: 특별판,John Wick,2015-01-30,2017-03-30,132286,0,,0.168,10
FS20148460,서울역,Seoul Station,2016-08-08,2016-08-17,132267,103927,,0.286,11
FS20156402,채피,Chappie,2015-04-08,2015-03-12,131847,116367,,0.4,8
FS20142561,7번째 아들,Seventh Son,2015-03-10,2015-02-11,131844,118892,,0.302,5
FS20125106,코난: 암흑의 시대,Conan the barbarian,2018-12-17,2012-04-05,131593,8015,,0.521,10
FS20183096,생일,Birthday,2019-05-07,2019-04-03,131321,125555,,0.589,6
FS20157175,괴물의 아이,The Boy and The Beast,2015-11-05,2015-11-25,131187,78228,,0.143,11
FS19980231,트루먼 쇼,The Truman Show,2014-06-23,1998-10-24,130882,12534,,0.036,15
FS20161665,스머프: 비밀의 숲,Smurfs: The Lost Village,2017-06-28,2017-04-28,130808,98191,,0.275,10
FS20236614,쿵푸팬더4,Kung Fu Panda 4,2024-04-10,,130769,125794,,0.479,3
FS20173601,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,Elena and the Secret of Avalor,2017-04-26,2017-04-13,130749,91132,,0.242,9
FS20068576,그날의 분위기,Mood of the Day,2016-02-03,2016-01-14,130550,104131,,0.399,9
FS20127407,피라냐 3DD,Piranha 3DD,2012-08-01,,130441,115919,,0.285,13
FS20124098,원피스 3D : 밀짚모자 체이스,One Piece 3D: Mugiwara Chase,2012-01-26,,130317,100499,,0.382,9
